textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
"Kak agas bilg merinding aku . Sumpah aku juga 😭😂 kaya, yg td menantang soalnya gt dan timingnya . Sekrg bertanding soal, mental dan lawannya wkwk",@febychintiadewi9354,0,2024-07-07 07:31:56,kak agas bilg merinding aku sumpah aku juga kaya yang td menantang soalnya gt dan timingnya sekrg bertanding soal mental dan lawannya wkwk,positive
"Nangis, nangisny tu nangis krna terharu orang” disini orang” hebat semuanya disni kumpull, dengan univ impian yang rasanya Ya Allah allahuma sholli alasayyidina muhammad 😭❤️❤️",@pinzyk,43,2024-06-30 08:54:09,nangis nangisny tu nangis krna terharu orang disini orang hebat semuanya disni kumpull dengan univ impian yang rasanya ya allah allahuma sholli alasayyidina muhammad,positive
Tapi apakah bisa menjamin masuk sekolah negeri kalau juara kompetisi ini???,@alleachan,0,2024-07-04 21:57:31,tapi apakah bisa menjamin masuk sekolah negeri kalau juara kompetisi ini,neutral
Nah gini dong acaranya bagus. the best ruang guru.,@denjuu92,0,2024-06-30 04:32:59,nah gini dong acaranya bagus the best ruang guru,positive
Ayo bikin trending ‼️‼️‼️,@ma_mfz,1,2024-07-01 11:59:39,ayo bikin trending,neutral
keren keren banget ya orang orang YAALLAH,@maulidaup,0,2024-07-02 13:12:17,keren keren banget ya orang orang yaallah,positive
"Apalah daya aku yg isi otak intel pentium RAM 500kb, VS Otak Super Komputer 😢",@gendut4818,0,2024-07-13 01:27:11,apalah daya aku yang isi otak intel pentium ram kb vs otak super komputer,neutral
kesini mau liat Sandi tapi kok Sandinya ngga ada ya?,@aisaengene,0,2024-07-20 04:53:53,kesini mau liat sandi tapi kok sandinya tidak ada ya,negative
SEMUANYA HEBAT❤,@desilestari1512,0,2024-06-29 12:54:53,semuanya hebat,positive
Min knp pada nggak pake jas/almamater per kampus nya? padahal bagus tuh dah bisa bedain orang² nya dari kampus mana please bacaaaa!!!!!!,@Veercensio256,2,2024-06-29 14:40:46,min kenapa pada tidak pake jas almamater per kampus nya padahal bagus tuh dah bisa bedain orang² nya dari kampus mana please bacaa,negative
"Please viralkan acara kek gini supaya lebih banyak lagi dan menjadi motivasi buat anak-anak generasi sekarang....woilahh otak mereka knp bisa sepintar ni woiiiiii🥺🤗🤗 <br><br>Ekspresi W yg pinter-pinter amat jg engga, bodoh banget juga engga biasa saja  tapi nnton sampai akhir be like: 😅😂🥺😌👏🔥😍",@mariakelore5597,0,2024-07-01 16:20:20,please viralkan acara kek gini supaya lebih banyak lagi dan menjadi motivasi buat anak anak generasi sekarang woilahh otak mereka kenapa bisa sepintar ni woii ekspresi w yang pinter pinter amat juga engga bodoh banget juga engga biasa saja tapi nnton sampai akhir be like,positive
Dari kaist pasti Xaviera,@bonabonaloveya,0,2024-06-29 12:52:32,dari kaist pasti xaviera,negative
SERU BGTTT,@wcndiee,0,2024-06-30 09:02:44,seru bgtt,positive
"sumpah semuanya keren, ikut bangga walaupun ga kenal deket😅❤",@sandisitti.nss03,1,2024-07-07 05:25:16,sumpah semuanya keren ikut bangga walaupun tidak kenal deket,positive
hrs ngitungkahhh biar berprestasiiii,@ahmirifqihudaya1282,0,2024-07-01 10:16:00,harus ngitungkahh biar berprestasii,negative
"Lohh ini emang belom ada sandy, xaviera ya dkk ya??",@AmaliaCandraPermata,0,2024-07-10 01:08:16,lohh ini emang belom ada sandy xaviera ya dkk ya,negative
"Kalian yg tereliminasi ,kalian hebat kok<br>Tetap semangat pokoknya ❤",@chuniluciha4515,1,2024-07-08 04:25:02,kalian yang tereliminasi kalian hebat koktetap semangat pokoknya,positive
Dibikin merinding sepanjang video sih ini,@ikeurisydaar-rifa954,0,2024-07-03 12:14:08,dibikin merinding sepanjang video sih ini,positive
Salah fokus. Siapa ya pengisi suara Aurora?😅,@akrambahar1,0,2024-07-13 19:21:05,salah fokus siapa ya pengisi suara aurora,negative
Keren bangeettttt,@pandenakicky5130,0,2024-06-29 14:53:15,keren bangeett,positive
"Mendobrak statement &quot;kuliah cmn kebutuhan tersier&quot;, anak muda bakal kebakar semangatnya, well done ruangguru",@mrdzz73,1746,2024-07-02 00:35:00,mendobrak statement quot kuliah cmn kebutuhan tersier quot anak muda bakal kebakar semangatnya well done ruangguru,positive
"Tau² nangis di 5 menit awal :&#39;( iri banget sma mereka, bisa sehabat itu, buat aku bayar spp sekolah aja susah bgttt, skrg ga lanjut kuliah dri pda sia² krna tertekan biaya &amp; lain², tpi meskipun ga kuliah ttep berusaha jdi baik, meskipun ga pinter :&#39;(<br>Tapi klo Allah kasih kesempatan buat aku bisa belajar tanpa mikirin biaya &amp; lain², akan aku lakuin, akan aku coba semua yg aku suka, aku harapkan &amp; aku impikan.<br><br>Diluar dari persoalan aku...<br>MEREKA KEREN BANGETTT, HEBAT 🫶🏻✨️ ga bisa berkutik lgi pokonya Keren &amp; Luar Biasa",@aulianurrahman5895,541,2024-07-01 04:20:44,tau² nangis di menit awal iri banget sma mereka bisa sehabat itu buat aku bayar spp sekolah saja susah bgtt sekarang tidak lanjut kuliah dari pda sia² krna tertekan biaya amp lain² tapi meskipun tidak kuliah ttep berusaha jadi baik meskipun tidak pinter tapi kalau allah kasih kesempatan buat aku bisa belajar tanpa mikirin biaya amp lain² akan aku lakuin akan aku coba semua yang aku suka aku harapkan amp aku impikan diluar dari persoalan aku mereka keren bangett hebat tidak bisa berkutik lagi pokonya keren amp luar biasa,positive
Dari UI emang pinter bbgt,@HardiYansyah-k7q,0,2024-06-30 01:02:31,dari ui emang pinter bbgt,negative
INFO DONG EP 2 KAPAN TAYANG DI YOUTUBEE,@shawtysushiio,0,2024-06-29 12:28:22,info dong ep kapan tayang di youtubee,neutral
KITA BUTUH TONTONAN KAYA GINI LEBIH BANYAK,@cukuphidupsaja5298,1,2024-06-30 02:13:31,kita butuh tontonan kaya gini lebih banyak,positive
Kenapa unand cuma 1 perwakilannyaaaaaa,@RyendiWahyudi-v8z,0,2024-06-29 13:16:47,kenapa unand cuma perwakilannyaa,negative
Jd g sedih² amat liat peradaban bangsa ini stlh nonton acara bermutu kyk gini..trnyata begitu banyak generasi masa depan bangsa ini yg genius..smoga saja kelak bangsa ini di pemimpin org² genius yg berkompeten dan jujur,@Smokeybutt,25,2024-07-07 05:55:00,jd g sedih² amat liat peradaban bangsa ini stlh nonton acara bermutu seperti gini trnyata begitu banyak generasi masa depan bangsa ini yang genius smoga saja kelak bangsa ini di pemimpin org² genius yang berkompeten dan jujur,negative
Bisa-bisanya acara keren gini di sajikan gratis sama Ruangguru 🥲🥲,@ayuninnikmah6861,0,2024-06-29 21:32:12,bisa bisanya acara keren gini di sajikan gratis sama ruangguru,positive
Merekaa kerenn bangettt sumpahh,@imsup8108,0,2024-07-03 13:43:57,merekaa kerenn bangett sumpahh,positive
Jadi nyesel dulu ga join ruang guru 😂,@meehahere,0,2024-07-05 00:15:23,jadi nyesel dulu tidak join ruang guru,positive
Liatlah banyak anak Indonesia yg sepinter ini tapi lu milih wapers yg kepitarannya dibawah rata&quot;,@mupan,1,2024-06-30 11:45:37,liatlah banyak anak indonesia yang sepinter ini tapi lu milih wapers yang kepitarannya dibawah rata quot,negative
TAHUN DEPAN HARUS IKUT PLISS ADAIN LAGI RUANGGURU,@matthewmulyadisiregar-x-ip378,0,2024-06-29 13:03:14,tahun depan harus ikut pliss adain lagi ruangguru,positive
kuangen sby gara2 maxwell yoopo seh,@intanmutiara4781,0,2024-07-02 08:48:27,kuangen sby gara maxwell yoopo seh,neutral
Eps 2 tayang kapan?,@redhafadilla5414,0,2024-06-30 11:16:29,eps tayang kapan,neutral
SALUUUTTT!!!!,@TitisAmelia,0,2024-06-30 02:38:05,saluutt,positive
can&#39;t wait😍🔥,@diannw2843,0,2024-06-29 05:08:22,can t wait,positive
Orang pintar kalah dengan orang teliti dan beruntung.,@ZONAFISHING,1,2024-07-02 11:55:54,orang pintar kalah dengan orang teliti dan beruntung,negative
Ini kalau g trending parah sih,@herna6788,1,2024-06-30 03:30:59,ini kalau g trending parah sih,negative
Parah si kalo ga trending,@milaarahmadani7384,0,2024-06-30 04:58:36,parah si kalau tidak trending,negative
Terharuuu lihat orang  pintar²❤,@rurohrohmah6189,0,2024-07-02 08:50:50,terharuu lihat orang pintar²,positive
Kereenn❤,@MekarBidari-nc2be,0,2024-06-30 00:31:37,kereenn,positive
Acara paling Berkualitas.,@ferdypns4715,0,2024-06-30 09:43:19,acara paling berkualitas,positive
Semoga kepintarannya nular😊,@bolonaditya9369,0,2024-07-02 06:24:32,semoga kepintarannya nular,negative
wah keren sih indo ada acara gini,@ssali.a,0,2024-06-29 16:15:46,wah keren sih indo ada acara gini,positive
Yg tersingkir di ek53ku51 ya? 😢,@1billion.viewss79,0,2024-06-30 14:30:16,yang tersingkir di ekku ya,neutral
Yg tereliminasi bisa dikompetisiin lg kali yaa 😅,@NovitaSari-nu6ig,0,2024-07-02 04:36:06,yang tereliminasi bisa dikompetisiin lagi kali yaa,neutral
KERENN,@haritsdwidestianto9711,0,2024-07-09 14:18:04,kerenn,positive
Keren keren COC,@kaindeagaul4189,0,2024-07-09 03:45:27,keren keren coc,positive
siapa yang rewatch??? aku aku akuuu,@khoirunnisa2377,1,2024-08-21 15:06:39,siapa yang rewatch aku aku akuu,neutral
Lebih pinter dr ini sgt banyak di Indonesia<br>Tp yg jujur n gak korupsi itu yg dipertanyakan,@sepatulima,1,2024-07-08 05:34:15,lebih pinter dari ini sangat banyak di indonesiatp yang jujur n tidak korupsi itu yang dipertanyakan,negative
"Aku disana liat orang&quot; yg lolos langsung keringet dingin pengen berak,kencing,mual coyyyy 😂😂😂",@krisaneka6378,0,2024-07-09 06:53:01,aku disana liat orang quot yang lolos langsung keringet dingin pengen berak kencing mual coyy,negative
PLEASE BANYAKIN EVENT KAYAK GINI!!!,@meysi_wina,0,2024-06-30 07:58:06,please banyakin event seperti gini,positive
tim ngang ngong&quot; tapi pas rapotan rangking satuu☝️😭,@yuandkfdil-sj2td,0,2024-06-30 04:55:35,tim ngang ngong quot tapi pas rapotan rangking satuu,negative
Udh ikutan clash of Champions aja udh keren bangetttttt 🤩🤩🤩🤩🤩🤩🤩🤩🤩,@loafffwesss7260,0,2024-06-30 02:47:16,sudah ikutan clash of champions saja sudah keren bangett,positive
Makin sadar 😂 gue cma pelengkap ekosistem,@leehaejin4234,0,2024-07-08 07:09:40,makin sadar gue cma pelengkap ekosistem,neutral
maxwell se medok ituuuu😂😂😂😂😂,@maulidaanugrahney,0,2024-07-02 12:53:24,maxwell se medok ituu,negative
Yesaya sombong bnget orangnya jir,@BanG__ZZZZ,0,2024-07-05 02:59:35,yesaya sombong bnget orangnya jir,negative
Gk sia2 yah mereka pintar soalnya aku yg merasa keren😅,@viaikatianingsih6435,1,2024-06-30 14:28:25,tidak sia yah mereka pintar soalnya aku yang merasa keren,negative
Maxwell wong jowo.. lucu nada ngomong e wkwk,@AswadunFamily,0,2024-06-30 09:04:10,maxwell wong jowo lucu nada ngomong e wkwk,positive
"Tolong ruangguru kasih tau trik2 cepat dalam menjawabnya dong, kayak university war, pesertanya jg ngasih trik2 baru untuk menjawab soal",@EXOrolllikeabuffollo,0,2024-06-30 11:06:34,tolong ruangguru kasih tau trik cepat dalam menjawabnya dong seperti university war pesertanya juga ngasih trik baru untuk menjawab soal,neutral
MENYALA KAK NOPAL,@al-fatih9473,0,2024-06-29 11:59:18,menyala kak nopal,positive
"Pliss spill soalnya,mau coba jugaaa",@elalestari9176,0,2024-07-04 08:20:44,pliss spill soalnya mau coba jugaa,positive
hal yang membuat bangga adalah bersyukur ada anak expert yang bisa bersaing di lomba&#39; dan olimpiade&#39; internasional di tengah sistem pendidikan Indonesia yang notabennya masuk ke sistem pendidikan terbobrok di dunia 🙌🏽,@muticollege,0,2024-06-30 01:19:34,hal yang membuat bangga adalah bersyukur ada anak expert yang bisa bersaing di lomba dan olimpiade internasional di tengah sistem pendidikan indonesia yang notabennya masuk ke sistem pendidikan terbobrok di dunia,positive
"KERENNNN....<br>udah kayak acara survival dehhh, ayooo indonesia buat acara survival show idol dong, biar makinnn kerennn majuu Indonesia 🔥🔥🔥",@morenstefannyrandom,0,2024-06-30 03:51:33,kerenn udah seperti acara survival dehh ayoo indonesia buat acara survival show idol dong biar makinn kerenn majuu indonesia,positive
Lihat mereka rasanya pengen ikut ingtung juga tapi gak bisa 😂,@lkpopberita4749,0,2024-07-10 13:01:46,lihat mereka rasanya pengen ikut ingtung juga tapi tidak bisa,neutral
Di jelasin juga dong cara kerjanya,@Buwleee-yn8gg,0,2024-06-29 23:58:54,di jelasin juga dong cara kerjanya,neutral
"Masya Allah sumpah aku terharu bangga, liat konten beginian, luar biasa bagus❤❤❤❤",@elmamulti2595,0,2024-07-01 03:39:37,masya allah sumpah aku terharu bangga liat konten beginian luar biasa bagus,positive
The best minna,@dzikriraka8594,0,2024-07-03 05:03:13,the best minna,positive
Ini baru pas apa lagi aku suka dengan pengetahuan dengan semuanya apalagi menggabungkan pertanian dan teknologi wow perfek,@jefrihuruji,0,2024-07-08 05:46:54,ini baru pas apa lagi aku suka dengan pengetahuan dengan semuanya apalagi menggabungkan pertanian dan teknologi wow perfek,positive
banyakin acara kek giniiiii,@brillianjeniustizi9520,2,2024-07-01 11:23:11,banyakin acara kek ginii,positive
YG KUPEGANG RATA2 KEELIM BJIR LAH😢,@Musdalipa-e7n,0,2024-06-29 12:56:02,yang kupegang rata keelim bjir lah,negative
The real insecure,@j-shoow8243,1,2024-06-29 12:36:41,the real insecure,negative
KEREN❤❤🎉,@aflyanaa,1,2024-06-29 12:07:00,keren,positive
"Kalian keren keren🎉🎉🎉<br>Min, tiap babak dikasih tau dong cara penyelesaian soalnya gimana, sama yg udah lolos nya itu😊",@aiimeoww6484,0,2024-06-30 00:15:39,kalian keren keren min tiap babak dikasih tau dong cara penyelesaian soalnya gimana sama yang sudah lolos nya itu,positive
"KERENNN KALIAN SEMUAAA. GAPAPA YANG GAK LOLOSSS,KALIAN LEBIH HEBAT DARI AKUUUU... SEMANGAT KAKAKKU ❤🎉",@Adrianashim,0,2024-06-29 13:09:17,kerenn kalian semuaa gapapa yang tidak loloss kalian lebih hebat dari akuu semangat kakakku,positive
Alasan sih kribo paling banyak. Padahal katanya di awal soalnya tidak lebih susah dari tugas kuliahnya 😂,@dedi.0047,1,2024-08-13 18:10:55,alasan sih kribo paling banyak padahal katanya di awal soalnya tidak lebih susah dari tugas kuliahnya,negative
"Kalian yang ikut acara ini, lolos tidak nya kalian tetap ngalahin banyak nya penduduk indonesia",@nuruladilah152,2,2024-07-02 12:54:08,kalian yang ikut acara ini lolos tidak nya kalian tetap ngalahin banyak nya penduduk indonesia,negative
aku nnton lagi kangen sekali huhu,@miraelysa447,0,2024-08-29 05:08:09,aku nnton lagi kangen sekali huhu,negative
Cepetan dong min,@muhmadsyafiqrafiqi8238,0,2024-06-29 11:34:26,cepetan dong min,negative
YAH KAK NANA KOK MENGUNDURKAN DIRIIIII💔💔💔💔💔💔,@pacarmarkli,0,2024-06-29 13:35:35,yah kak nana kok mengundurkan dirii,negative
Jangan lupa ilmu padi ya adek adek😊,@rizkaekaprasetya4266,0,2024-07-04 13:46:11,jangan lupa ilmu padi ya adek adek,positive
Jawabannya 1000 sampe 3000 mana mungkin 800 atau 900 dan 500,@muhammadarifinilham2314,0,2024-07-09 12:12:41,jawabannya sampe mana mungkin atau dan,neutral
LUCUNYA LOGATNYA KAK,@PikrManpolman,0,2024-06-29 11:42:19,lucunya logatnya kak,neutral
Keren bangeet please,@phisunsun,1,2024-06-29 15:02:04,keren bangeet please,positive
"Wah, di luar ekspektasi kirain yang bakal menang duluan di extreme addition anak anak yang di jurusan akuntansi, statistik, dan sejenis.😅",@BetaJuned,0,2024-06-29 17:32:30,wah di luar ekspektasi kirain yang bakal menang duluan di extreme addition anak anak yang di jurusan akuntansi statistik dan sejenis,positive
"Di korea ada university war, di Indo ada Clash of Champions",@esawitri7672,0,2024-07-02 16:29:10,di korea ada university war di indo ada clash of champions,neutral
"Untuk anakku xaquille yg sekarang berusia 4 bulan lebih 12 hari, mama mau meninggalkan jejak digital disini. Mama ngetik ini sambil nungguin kamu bobok di sebelah mama. Pesan mama semoga kamu tumbuh menjadi anak yg cerdas budi dan cerdas akal. Kamu bisa meraih impian disetiap proses dalam hidupmu. Mereka contoh yg baik yg bisa kamu tiru proses dan pencapaian prestasinya. Semoga kamu sukses didunia dan damai di akhirat nak.. Amin",@queenizzaula9427,14,2024-06-30 12:03:09,untuk anakku xaquille yang sekarang berusia bulan lebih hari mama mau meninggalkan jejak digital disini mama ngetik ini sambil nungguin kamu bobok di sebelah mama pesan mama semoga kamu tumbuh menjadi anak yang cerdas budi dan cerdas akal kamu bisa meraih impian disetiap proses dalam hidupmu mereka contoh yang baik yang bisa kamu tiru proses dan pencapaian prestasinya semoga kamu sukses didunia dan damai di akhirat nak amin,positive
"merinding banget liatnya, indonesia ngga kekurangan orang-orang pinterr, kerennn sukses selalu mahasiswa berprestasi",@akmalainunmusthafawirasaty876,14,2024-07-06 03:30:55,merinding banget liatnya indonesia tidak kekurangan orang orang pinterr kerenn sukses selalu mahasiswa berprestasi,positive
Ka kasi tau soalnya biar yang dirumah ikut ngerjain ka. Hihi biar ikutan belajar,@rmsosmed212,0,2024-07-01 03:55:05,ka kasi tau soalnya biar yang dirumah ikut ngerjain ka hihi biar ikutan belajar,neutral
see acara yg punya nilai pendidikan jg bs disajikan dengan menarik. semoga makin bnyak acara bgni...,@chandrawijaya7167,1,2024-06-30 16:19:26,see acara yang punya nilai pendidikan juga bisa disajikan dengan menarik semoga makin bnyak acara bgni,positive
"setelah liat ini, makin percaya bahwa diriku hanya penyeimbang ekosistem😭",@annisasabilla1623,0,2024-07-03 16:34:49,setelah liat ini makin percaya bahwa diriku hanya penyeimbang ekosistem,negative
Adakan terus,@BrainLaught,0,2024-07-01 23:46:42,adakan terus,positive
Waaaw,@NS-pw2sr,0,2024-06-29 11:30:28,waaw,positive
Harusnya ini durasinya 1 setengah jam lah minimal per episode 🥲🥲🥲,@Seamoon177,0,2024-06-30 05:22:03,harusnya ini durasinya setengah jam lah minimal per episode,negative
Garfik nya bagus banget,@BG.gaming-ho1uy,1,2024-08-16 09:41:44,garfik nya bagus banget,positive
Ada yang sama kaya gua gak ya nonton beginian mereka yang seneng gua yang terharu,@AnggonoJenawi,0,2024-07-03 04:27:42,ada yang sama kaya gua tidak ya nonton beginian mereka yang seneng gua yang terharu,positive
"Lycaa, kamu gak jadi di hujat netizen wkwkwk",@princessmermaid_5937,0,2024-06-29 13:56:45,lycaa kamu tidak jadi di hujat netizen wkwkwk,negative
"banyakin acara kegini plissss, bikin termotivasi loh",@muhammadnurrois9006,0,2024-06-30 15:24:17,banyakin acara kegini pliss bikin termotivasi loh,positive
ini sampe 1000eps pun bakalan kutonton terus min😭 seru banget liatin orang pinter sumpaah. mana keren-keren lagi peserta nya😭👏👍,@vt_1172,0,2024-07-01 04:04:29,ini sampe eps pun bakalan kutonton terus min seru banget liatin orang pinter sumpaah mana keren keren lagi peserta nya,positive
keren woi laa❤❤,@khotimahnursafitri1510,0,2024-06-30 05:55:18,keren woi laa,positive
apakah aku sebodoh itu😅,@ahmadafandi5130,2,2024-07-01 10:55:24,apakah aku sebodoh itu,neutral
Gua mau ikutan ngitung tapi soalnya ga muncul di layar,@Semuabutuhhiburan,1,2024-06-29 12:28:11,gua mau ikutan ngitung tapi soalnya tidak muncul di layar,neutral
aduhh maxwell kerenn bangett t__t,@k.hareuW,0,2024-07-01 10:53:13,aduhh maxwell kerenn bangett t__t,negative
&quot;ga jadi dihujat netizen&quot; kak lycca kamu di situ aja udah keren bangett😭 kita yg nonton aja ikutan ngos2an liatnya,@darulh27,2006,2024-06-29 13:51:50,quot ga jadi dihujat netizen quot kak lycca kamu di situ saja sudah keren bangett kita yang nonton saja ikutan ngosan liatnya,positive
Acaranya ada lgi gk? Kyak gntung bnget 2 eps 🤧,@rayhananh2437,1,2024-07-02 09:53:02,acaranya ada lagi gk kyak gntung bnget eps,neutral
Mau sedih sama yg Tereliminasi tp mereka terbodo dari para champion 😭,@deniartapratama3947,0,2024-07-02 16:20:46,mau sedih sama yang tereliminasi tapi mereka terbodo dari para champion,positive
"Keponakan ku dua kali gak lolos ujian buat kuliah,jadi dia sekarang kerja gak bisa kuliah😭😭",@mareatyahmad4079,0,2024-07-01 08:05:46,keponakan ku dua kali tidak lolos ujian buat kuliah jadi dia sekarang kerja tidak bisa kuliah,negative
Ada kebanggan selama 3 tahun ngajar di kelasnya Kaditya dan Emilda di MAN 2 Kota Malang...<br>Dan sekarang mereka udah berada pada fase ini...<br><br>Anak-anak hebat :-),@edisutomo5740,90,2024-07-27 01:17:24,ada kebanggan selama tahun ngajar di kelasnya kaditya dan emilda di man kota malang dan sekarang mereka sudah berada pada fase ini anak anak hebat,positive
"Perwakilan sumbar cuma 1, gak pernah di wawancara pulak",@DonnyAlexa,0,2024-07-10 04:16:57,perwakilan sumbar cuma tidak pernah di wawancara pulak,negative
Pas mahasiswa indo dr luar negeri gabung rill sih gue merinding bgt,@isyiffahfalujjah5859,0,2024-06-30 09:36:23,pas mahasiswa indo dari luar negeri gabung rill sih gue merinding banget,positive
"Yang paling susah itu ngitung bener&quot; manual dan gak bisa pakai rumus karena pola angkanya berbeda-beda/acak. Ada kebanggan tersendiri sih anak kedokteran bisa lulus pertama bangga dengan UI, sebelum daftar ke taiwan, gua gak lulus kedokteran di UI memang kampus pilihan pertama ku, terbaik lah. 😅",@andrew_ji,2,2024-06-30 08:17:43,yang paling susah itu ngitung bener quot manual dan tidak bisa pakai rumus karena pola angkanya berbeda beda acak ada kebanggan tersendiri sih anak kedokteran bisa lulus pertama bangga dengan ui sebelum daftar ke taiwan gua tidak lulus kedokteran di ui memang kampus pilihan pertama ku terbaik lah,positive
Keren bgt acara kek gini ❤,@yunitakristiana5402,0,2024-06-29 13:48:48,keren banget acara kek gini,positive
Ada pelem kya gni... Melihat secercah harapan dari indonesia skrng wkwkwk<br>Good job (Y) (Y),@kamengema6438,0,2024-07-02 09:19:00,ada pelem kya gni melihat secercah harapan dari indonesia skrng wkwkwkgood job y y,positive
KERENN BGTT,@xnaa4,0,2024-06-30 10:33:35,kerenn banget,positive
siapa yang balik kesini karna kangen🙋‍♀️,@nurhikma-h6h,1,2025-03-25 05:39:59,siapa yang balik kesini karena kangen,neutral
Onk sng teko SMA 1 GLAGAH rekk,@Chrtann_,0,2024-07-01 14:42:44,onk sng teko sma glagah rekk,neutral
OMG dari KAIST Ikut?? Oxford?? Avvvv merinding sebadan njay,@herlinaannisa8507,0,2024-06-30 04:41:54,omg dari kaist ikut oxford avv merinding sebadan njay,positive
GA SABARR,@kylaa1911,0,2024-06-29 09:55:29,tidak sabarr,negative
"Sepanjang nonton merinding,bangga🥺🥺",@suhertiaryani1891,1,2024-07-02 13:07:19,sepanjang nonton merinding bangga,positive
insecure liatnya😭,@darajelita8959,0,2024-07-02 06:45:22,insecure liatnya,negative
Best❤,@radaapriani-uy5bm,0,2024-07-03 15:46:18,best,positive
Malah nangis aku terhura masyaallah,@SilvaZamilah,0,2024-07-14 06:17:11,malah nangis aku terhura masyaallah,positive
Baju nya kayak baju sekolah korea yaa nggak ada nuansa kampus sendiri,@tiamutia6397,0,2024-07-14 07:37:40,baju nya seperti baju sekolah korea yaa tidak ada nuansa kampus sendiri,neutral
Nangis terharuuu pada pinter pinter bgt yaaAllah,@annisaahadinintias,0,2024-07-11 04:30:07,nangis terharuu pada pinter pinter banget yaallah,positive
Keren semuaaaa,@LuckyLucy-uz2ce,0,2024-07-14 06:58:12,keren semuaa,positive
Pinter gini makannya apa ya🥹🫶🏻,@rishadianti4635,0,2024-06-30 16:49:06,pinter gini makannya apa ya,neutral
AYO UNAIR !!!!!!!!!,@divaamalia22,0,2024-06-29 12:06:10,ayo unair,positive
"Sumpahh, mirip bgtt sama university war dari korea tapi ini versi indonesia",@SriSuharini-s6j,0,2024-07-03 07:12:06,sumpahh mirip banget sama university war dari korea tapi ini versi indonesia,positive
pada keren&quot; parah euy!,@chewygam,0,2024-06-30 13:16:50,pada keren quot parah euy,negative
"Ya Alloh,, jadikan anak2ku (M Fathan reksa alghifary &amp; Adiva yasna Elshanum)seperti mereka.. Amiin..",@ridhohakimfamily615,0,2024-07-16 14:14:58,ya alloh jadikan anakku m fathan reksa alghifary amp adiva yasna elshanum seperti mereka amiin,positive
Keren banget!,@wondeukiforwonderfullifeu_8137,0,2024-06-30 06:16:40,keren banget,positive
Kebanyakan merinding nonton acara beginian 😂😂😂😂,@sylviarahmawati9734,0,2024-07-09 12:38:05,kebanyakan merinding nonton acara beginian,negative
"yang ngga lolos itu ttp orang2 pilihan cuma ya bakatnya mungkin bukan di perhitungan,mereka punya bakat lain yang emang gw yakin mereka mumpuni",@hafidh4549,39,2024-07-01 20:55:41,yang tidak lolos itu ttp orang pilihan cuma ya bakatnya mungkin bukan di perhitungan mereka punya bakat lain yang emang gw yakin mereka mumpuni,negative
"Banyak yg nonton ulang nih ye😅, gw jg udah 3x ngulang btw.seru soalnya",@Iaa1600,1,2024-08-20 04:03:44,banyak yang nonton ulang nih ye gw juga sudah x ngulang btw seru soalnya,positive
Ngikutin bgt gue yg versi korea nya dan asli seru sih.  Semoga yg indo ini juga seruuuuuuu... Mantapppp,@DheaPutri-w6h,0,2024-07-07 07:56:47,ngikutin banget gue yang versi korea nya dan asli seru sih semoga yang indo ini juga seruu mantapp,positive
"klo gue liat soalny aj udh berasa liat semut😭ga kuat buat ngitung ny😭tp merekaa malah seru banget rasany ,,,benar&quot; orng pintar bikin geleng&quot; kpla ya dpt jawabanny,😖",@auliasyifa1854,0,2024-07-02 03:25:29,kalau gue liat soalny saja sudah berasa liat semut ga kuat buat ngitung ny tp merekaa malah seru banget rasany benar quot orng pintar bikin geleng quot kpla ya dpt jawabanny,negative
Orang pinter tetep kalah sama kemampuan orang dalam sih😅,@hher_,2,2024-07-02 03:39:30,orang pinter tetep kalah sama kemampuan orang dalam sih,negative
LUCU SEKALI PLISS KEDOK UNAIR😭,@PikrManpolman,0,2024-06-29 11:48:23,lucu sekali pliss kedok unair,positive
Yesaya brisik,@alfywjy,0,2024-07-06 13:44:38,yesaya brisik,neutral
CARA NGERJAINNYA JANGAN DICEPETIN WAHAI EDITORRR 😔😔😔😔😔😔,@nessaeidina4002,0,2024-06-30 04:25:51,cara ngerjainnya jangan dicepetin wahai editorr,negative
Tolong nanti kalo sudah lulus jangan kerja di indonesia😂 karna otakmu bakal sia&quot; 😂 terbatas dengan fasilitas dan pemerintahan yang tidak memadahi😅 dapat gajinya kecil minta spek persyaratanya kayak dewa 😂,@ramickyjung8359,0,2024-06-29 16:43:27,tolong nanti kalau sudah lulus jangan kerja di indonesia karena otakmu bakal sia quot terbatas dengan fasilitas dan pemerintahan yang tidak memadahi dapat gajinya kecil minta spek persyaratanya seperti dewa,negative
Pada makan apa ya ini? ko bisa pinter2 bgt :),@afrasyahidah4121,0,2024-06-29 15:40:06,pada makan apa ya ini ko bisa pinter banget,positive
"Merinding banget nonton nya di akhir akhir episode, ini aku nonton gimana yang turnamen😅",@radiyanapryga9491,0,2024-07-13 04:34:57,merinding banget nonton nya di akhir akhir episode ini aku nonton bagaimana yang turnamen,positive
min uda beres kah ini,@urgirl7914,0,2024-06-29 12:15:51,min uda beres kah ini,neutral
kerenn bgtt min acaranyaa,@kapuzzyy,0,2024-06-30 01:23:20,kerenn banget min acaranyaa,positive
Pengen jdi mahasiswa berprestasi juga 😢,@illankk,0,2024-06-29 12:16:54,pengen jadi mahasiswa berprestasi juga,positive
