textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
Jawabannya 1000 sampe 3000 mana mungkin 800 atau 900 dan 500,@muhammadarifinilham2314,0,2024-07-09 12:12:41,jawabannya sampe mana mungkin atau dan,,neutral,0.7158350033618525
"Maxwel medok banget wkwkw ,sukaaa lucuu",@YolaDertika,0,2024-07-09 12:17:15,maxwel medok banget wkwkw sukaa lucuu,,neutral,0.44618856239566734
"Tontonan adalah tuntutan,",@SatihKasari,0,2024-07-09 12:24:12,tontonan adalah tuntutan,,neutral,0.46220901946524845
YAALLAHMOGA PINTARNNYA NULAR PLISSS😍😍😍,@milah6789,0,2024-07-09 12:28:49,yaallahmoga pintarnnya nular pliss,,neutral,0.393615282927587
UNIVERSITAS SRIWIJAYA tidak ada 🤭,@utamims5536,0,2024-07-09 12:33:40,universitas sriwijaya tidak ada,,negative,0.7808042740265929
kalian kereeen🥹🥹,@nadyadfh4978,0,2024-07-09 12:35:56,kalian kereen,,positive,0.7061683929572649
"Aku bangga loh sama kalian, keren👍👍👍👍",@nendenpujasari9049,0,2024-07-09 12:37:53,aku bangga loh sama kalian keren,,positive,0.8831819121796055
Kebanyakan merinding nonton acara beginian 😂😂😂😂,@sylviarahmawati9734,0,2024-07-09 12:38:05,kebanyakan merinding nonton acara beginian,,neutral,0.4748230096573603
Timmm deg degan plisss,@vivivivi9612,0,2024-07-09 12:39:13,timm deg degan pliss,,neutral,0.4465687587541942
Ubaya ada gak ya??,@jayaaquariumpetshop88,0,2024-07-09 12:42:00,ubaya ada tidak ya,,neutral,0.4922943067664583
"Acara kayak gini perlu dibanyakin, atau terus dilanjutkan berseason-season kalo perlu. Utk nandingin acara gak edukatif yg terlalu berseliweran",@wslvarh,0,2024-07-09 12:44:43,acara seperti gini perlu dibanyakin atau terus dilanjutkan berseason season kalau perlu untuk nandingin acara tidak edukatif yang terlalu berseliweran,,positive,0.5888082261621677
Ikut deg deg an 😂,@by_sefka,0,2024-07-09 13:01:23,ikut deg deg an,,negative,0.5421629029095283
Jujur aku minderr banged sama cewe pinterr dan genius nimbang cewe cantik,@Mamimumemo-u5b,0,2024-07-09 13:02:17,jujur aku minderr banged sama cewe pinterr dan genius nimbang cewe cantik,,neutral,0.4796384560950519
Edward langsung kalah ae udh,@Brave-k5o,0,2024-07-09 13:03:37,edward langsung kalah ae sudah,,neutral,0.4119127331008478
"Ya Alloh pintar Cerdas semuaa, bangga bgt liatnya🥲 biarpun saya ga pintar pintar amat, semoga besok  punya anak pintarnya kya kaka kaka ini ❤😇",@YeniVela24,0,2024-07-09 13:05:16,ya alloh pintar cerdas semuaa bangga banget liatnya biarpun saya tidak pintar pintar amat semoga besok punya anak pintarnya kya kaka kaka ini,,positive,0.7815865341607836
Kerenn bangeett indonesia mestii banyak acara kek giniii…!!,@angelynjohnmessakh2747,0,2024-07-09 13:08:13,kerenn bangeett indonesia mestii banyak acara kek ginii,,positive,0.7832566631420829
Tips pintar kayak gitu 😢😅,@HamidaMida-kq6qv,1,2024-07-09 13:10:14,tips pintar seperti gitu,,neutral,0.45581673996914
"Beh suka nih, vibes nya kayak University War Korea.... Kerennnnnnnnnnn",@ot7alltheway842,0,2024-07-09 13:12:02,beh suka nih vibes nya seperti university war korea kerenn,,positive,0.7529205949127759
Ruang guru keren bangett sii,@atikp278,0,2024-07-09 13:15:36,ruang guru keren bangett sii,,positive,0.8941180167985087
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=2297"">38:17</a> jokes anak cumlaude emang beda 😆",@samrotulchoiriah,0,2024-07-09 13:16:16,a href jokes anak cumlaude emang beda,,neutral,0.3705460076508597
tambahin eng sub pld,@velllxx,0,2024-07-09 13:19:01,tambahin eng sub pld,,neutral,0.4411974046855968
Aku terharu gaes....udah lama gak nonton acara berkualitas😢,@risasenja1579,0,2024-07-09 13:19:03,aku terharu gaes udah lama tidak nonton acara berkualitas,,neutral,0.48557633191372945
Ini acara harus di viralin!agar anank anak bangsa Indonesia niat belajarnya semakin meningkat.,@JohannesSitinjak,15,2024-07-09 13:20:05,ini acara harus di viralin agar anank anak bangsa indonesia niat belajarnya semakin meningkat,,positive,0.7160976284041657
"Baru perkenalan si Naufal aja langsung tercengang, hebat2 banget temen2 ini",@psychxh0504,0,2024-07-09 13:22:23,baru perkenalan si naufal saja langsung tercengang hebat banget temen ini,,neutral,0.48252257105865265
Walaupun tereliminasi kalian tetap hebat.....,@nurmadiaismail3410,0,2024-07-09 13:25:06,walaupun tereliminasi kalian tetap hebat,,positive,0.7580216047993207
Pertama kali nonton,@ummbeyza7199,0,2024-07-09 13:25:59,pertama kali nonton,,neutral,0.5992236209102206
Pasti orang tuanya bangga bgt...terus semangat anak pintar,@Naira-w3i,1,2024-07-09 13:31:02,pasti orang tuanya bangga bgt terus semangat anak pintar,,positive,0.8249297611933564
Ini 6jt views dlm 10 hari kok g masuk trending ya. Apa sih yg di mau yutub 😂,@raybynbrothers3232,0,2024-07-09 13:34:59,ini jt views dlm hari kok g masuk trending ya apa sih yang di mau yutub,,neutral,0.6593741125623537
KALIAN YANG PINTER AKU YANG BANGGA BGTT LIATNYAA❤❤,@risdalena3564,0,2024-07-09 13:39:33,kalian yang pinter aku yang bangga banget liatnyaa,,positive,0.734318902681799
"Saya bodoh, tapi saya suka melihat mereka yg otaknya diatas rata2...",@rayeljunior9498,0,2024-07-09 13:41:34,saya bodoh tapi saya suka melihat mereka yang otaknya diatas rata,,negative,0.6147516237525781
Suka lihat orang2 pinter semoga anak2 q nanti seperti mereka🙏🏻🙏🏻,@retianamazuin3674,0,2024-07-09 13:43:00,suka lihat orang pinter semoga anak q nanti seperti mereka,,positive,0.7650338610653039
Mudah mudahan org² cerdas ky gini nntinya tidak memanfaatkan ilmunya buat hal yg gabaik😢. Klo bisa justru berbagi ilmunya biar bnyk generasi² cerdas,@pujirahayu4320,0,2024-07-09 13:44:58,mudah mudahan org² cerdas ky gini nntinya tidak memanfaatkan ilmunya buat hal yang gabaik kalau bisa justru berbagi ilmunya biar banyak generasi² cerdas,,neutral,0.46878020331171494
Sama kayak university war tapi versi indo 👍,@intanpuspitata8057,0,2024-07-09 13:49:12,sama seperti university war tapi versi indo,,neutral,0.43028254818884676
Udah mirip yg korea ❤,@Eka.AErlinda,0,2024-07-09 14:00:30,sudah mirip yang korea,,neutral,0.6411122122900658
Merinding 😭,@Raniyuliasri,0,2024-07-09 14:02:07,merinding,,positive,0.6848270916098693
insecuree sama kepinteran merekaaa,@asaawdd,0,2024-07-09 14:03:19,insecuree sama kepinteran merekaa,,neutral,0.383346718046459
This competition lacks batak talents.wonder why 😏,@chocochia8888,1,2024-07-09 14:07:59,this competition lacks batak talents wonder why,,neutral,0.41599047170669096
Usu mn 😅😂,@lisaardhyagarini176,0,2024-07-09 14:15:27,usu mn,,neutral,0.4008378278978877
"Aku gk pinter, tapi seru liat org pinter 😂 olah raga otak dikit ya 🤣",@NovaIndriani-p7u,0,2024-07-09 14:17:11,aku tidak pinter tapi seru liat orang pinter olah raga otak dikit ya,,positive,0.540516937338058
Akhirnyaaa versi indo ada jugaa🤧🤧 yokk makin banyak lagi variety show yg bermutu kyk gini..karna Indonesia butuh generasi muda yg berkualitas 💪,@rimaninditya2111,0,2024-07-09 14:17:16,akhirnyaa versi indo ada jugaa yokk makin banyak lagi variety show yang bermutu seperti gini karna indonesia butuh generasi muda yang berkualitas,,positive,0.5661084842608924
KERENN,@haritsdwidestianto9711,0,2024-07-09 14:18:04,kerenn,,positive,0.8127249596989197
"UNAND satu-satunya kampus perwakilan di Sumatera, bangga jadi orang Padang.",@MuhammadSyefrikoGalaxyPiliang,0,2024-07-09 14:23:11,unand satu satunya kampus perwakilan di sumatera bangga jadi orang padang,,positive,0.6987807690815325
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=669"">11:09</a> wow 13 jurnal terindeks scopus 😮😮😮",@muhibnuhidayat3689,0,2024-07-09 14:25:23,a href wow jurnal terindeks scopus,,neutral,0.3839527972323933
Show indo yg aku senangin cm family 100 sm take me out 😂😂😂,@Mittsyn,0,2024-07-09 14:25:27,show indo yang aku senangin cm family sama take me out,,neutral,0.4107324283301694
Nah cakep nih yg begini bermutuuu saatnya yg pinter yg di ekspos,@Amelindaw,0,2024-07-09 14:26:31,nah cakep nih yang begini bermutuu saatnya yang pinter yang di ekspos,,negative,0.5212579206538055
NONTON COC BENERANN SESERUUUU ITUUUUUUU,@pinkishb3ar,0,2024-07-09 14:32:29,nonton coc benerann seseruu ituu,,neutral,0.4538552082080752
"aku ikut ngerasa keren bjir, padahal cuma rebahann 😓😓😓",@pinkishb3ar,0,2024-07-09 14:33:00,aku ikut ngerasa keren bjir padahal cuma rebahann,,positive,0.5937607020404405
"Aaaa keren-keren bgttttt, panutannn❤❤❤",@putrinubu,0,2024-07-09 14:33:56,aa keren keren bgtt panutann,,positive,0.8369242853406605
Berasa di squid games,@megasrigunawan9062,0,2024-07-09 14:38:25,berasa di squid games,,neutral,0.4778695603014151
Ini lohhhh tontonam yg kayak gini maksudnyaa yg harus dipertahankan 😍,@Gitaagit02,0,2024-07-09 14:42:01,ini lohh tontonam yang seperti gini maksudnyaa yang harus dipertahankan,,positive,0.5688193325266607
Channel yang sangat membantu,@HanikaYajsali,0,2024-07-09 14:46:27,channel yang sangat membantu,,neutral,0.4244422092534232
Nah gtu dong indonesia bikin acara yang mendidik. Walau ini seperti yg di korea tp keren alurnya,@itajuriatiputria4440,0,2024-07-09 14:51:36,nah gtu dong indonesia bikin acara yang mendidik walau ini seperti yang di korea tapi keren alurnya,,positive,0.6794851792949185
uin gusdur mana nih,@nailatulizza20,0,2024-07-09 14:57:40,uin gusdur mana nih,,neutral,0.6786487922613104
orang2 pinter ini pada minat jd guru ga ya,@nailatulizza20,0,2024-07-09 15:04:05,orang pinter ini pada minat jd guru tidak ya,,negative,0.6160216535613001
DOAIN AKU SUPAYA BISAAA KAYAKKK MEREKAA YAAAA!,@lulusilvian,0,2024-07-09 15:07:45,doain aku supaya bisaa kayakk merekaa yaa,,neutral,0.5069552946635746
"Di konoha bpk mu Bukan presiden kamu hanya sebatas sayur asem tanpa garem,  mending org2 jenius seperti kerja di luar negeri aja pasti lebih di hargai",@djang6805,0,2024-07-09 15:16:17,di konoha bpk mu bukan presiden kamu hanya sebatas sayur asem tanpa garem mending org jenius seperti kerja di luar negeri saja pasti lebih di hargai,,neutral,0.4998464782140049
Kereeenn ih,@delapuka7587,0,2024-07-09 15:19:46,kereenn ih,,positive,0.7048660859684746
Maa syaa allah ikutan degdegan.. Seruuuu liatnya 🔥🔥 Seharusnya yang viral tuh yang kya gini.. Lebih bermutu👍🔥🔥,@yulifebriani9996,0,2024-07-09 15:20:33,maa syaa allah ikutan degdegan seruu liatnya seharusnya yang viral tuh yang kya gini lebih bermutu,,positive,0.5533594593768187
pengen jadi pengisi suaranyaaaa dongg,@zakiyatulimsadiyah642,0,2024-07-09 15:20:34,pengen jadi pengisi suaranyaa dongg,,negative,0.5385448589148355
Mau tanya yg statistika itu knp gak ada info GPA nya ya?,@BabyLiesandi,0,2024-07-09 15:23:30,mau tanya yang statistika itu kenapa tidak ada info gpa nya ya,,negative,0.6097655400438299
Mau tanya dong yg statistika itu knp gak ada info GPA nya ya?,@BabyLiesandi,0,2024-07-09 15:24:31,mau tanya dong yang statistika itu kenapa tidak ada info gpa nya ya,,neutral,0.5835137925413943
Keren banget please😭,@Dellce__yuliaaaa,0,2024-07-09 15:26:06,keren banget please,,positive,0.9116043365231618
Kalo bisa tampilkan di Netflix dan loklok tuh,@AlfiandiOktavius,0,2024-07-09 15:37:30,kalau bisa tampilkan di netflix dan loklok tuh,,neutral,0.3849665082218809
Kok Sandy di episode 2 gak ada ya sama Axel,@enimunawaroh3503,0,2024-07-09 15:38:20,kok sandy di episode tidak ada ya sama axel,,neutral,0.484841842117165
Heiii.. kalian anak anak hebat. Ngga usah takut sama netizen yang halahhalah ini~ kereeeeen Indonesia Emas 🎉🎉,@MutiaAmelia,0,2024-07-09 15:38:50,heii kalian anak anak hebat tidak usah takut sama netizen yang halahhalah ini kereen indonesia emas,,positive,0.7447869004117948
yesaya sombong bet njir bahasanya,@m.usroturridhoin2053,1,2024-07-09 15:43:20,yesaya sombong bet njir bahasanya,,negative,0.5152936617162165
Lebih ke sedih sih liat yg gagal karena dina bkl down bgt😢,@Ndesunaryo,1,2024-07-09 15:45:18,lebih ke sedih sih liat yang gagal karena dina bkl down bgt,,neutral,0.39451568667874787
Apa ya motivasi mereka bisa terus semangat belajar dan gmn mereka menghadapi materi yg sulit ( tiap materi tentu ada bagian yg mudah dan yg sulit )😊,@annisaghina4030,0,2024-07-09 15:45:25,apa ya motivasi mereka bisa terus semangat belajar dan gimana mereka menghadapi materi yang sulit tiap materi tentu ada bagian yang mudah dan yang sulit,,neutral,0.371119459177428
Nonton ini seperti semangat buat belajar dan harus melampaui diri sendiri,@marcheliayusa3063,0,2024-07-09 16:02:15,nonton ini seperti semangat buat belajar dan harus melampaui diri sendiri,,positive,0.7854010052486918
"Ngeri sihhh, keren2 parahh",@nurpadila0215,0,2024-07-09 16:28:04,ngeri sihh keren parahh,,positive,0.6700251779333537
"MasyaAllah,kagum n bangga liat anak2 pintar kumpul disini❤😊",@queendian1236,0,2024-07-09 16:33:37,masyaallah kagum n bangga liat anak pintar kumpul disini,,positive,0.7120884885939818
Rounde pertama hitungan palng cepat sih menurut ku menghitung dari ujung Kiri di jumlah hinggah ujung Kanan Bawah Benar nggk sih?,@Chandrakumara07,0,2024-07-09 16:55:26,rounde pertama hitungan palng cepat sih menurut ku menghitung dari ujung kiri di jumlah hinggah ujung kanan bawah benar nggk sih,,neutral,0.3946661441363843
Kerennnn semoga semakin banyaj acara seperti ini  buat buktiin kalau kualitas sdm kita indonesia itu gak melulu yg sekedar viral menye-menye aja,@nurulkhikmah9036,1,2024-07-09 16:55:38,kerenn semoga semakin banyaj acara seperti ini buat buktiin kalau kualitas sdm kita indonesia itu tidak melulu yang sekedar viral menye menye saja,,positive,0.7494852206377484
"plis banyakin acara yg kek begini, jadi anak2 skrg tu lebih teredukasi dan termotivasi",@deacyntikausmed4435,4,2024-07-09 17:10:57,plis banyakin acara yang kek begini jadi anak sekarang tu lebih teredukasi dan termotivasi,,positive,0.7099250968092949
yang keek gini harus viral tuuu,@bahujalanbaroe5843,1,2024-07-09 17:16:54,yang keek gini harus viral tuu,,positive,0.5422338402085072
Keren banget kayanya kalo aku di sana udah nyerah 😂😂,@yaniasyiani7627,1,2024-07-09 17:20:44,keren banget kayanya kalau aku di sana sudah nyerah,,positive,0.8615769339243524
Yesayaa😂😂😂😂,@wiwinpurnama5846,0,2024-07-09 17:23:44,yesayaa,,neutral,0.3716076679451141
Luar biasa,@paguyubankesenianpaksi,0,2024-07-09 17:42:50,luar biasa,,positive,0.5905595238854252
Aaaaa seruuuuu jadi pengen ngerjain soalnya juga 😍😍😍,@ishlahhanifa9870,0,2024-07-09 17:45:55,aa seruu jadi pengen ngerjain soalnya juga,,positive,0.5750888424171768
"akhirnya ada konten sosmed yang sangat sangat sangat edukasi,gak drama artis,joget joget gajelas",@mohamadrifkifadillah3299,1,2024-07-09 17:53:30,akhirnya ada konten sosmed yang sangat sangat sangat edukasi gak drama artis joget joget gajelas,,neutral,0.36929661661224894
"anjir,dengkul gua panas nonton ginian",@sinyenvallen2664,1,2024-07-09 18:50:34,anjir dengkul gua panas nonton ginian,,neutral,0.44108305367694295
"Saya juga punya bimbel, Bahiy Bimbel sekrang ada 2 , &amp; masih membuka 1 lagi insyaallah",@bahiyofficial,0,2024-07-09 18:53:00,saya juga punya bimbel bahiy bimbel sekrang ada amp masih membuka lagi insyaallah,,neutral,0.6766141500022563
Tim yg nonton karena FYP 😂<br>padahal kaga ngerti haha,@AbdulHadi-zw2gs,0,2024-07-09 19:11:21,tim yang nonton karena fyp padahal kaga ngerti haha,,negative,0.5223009123590123
Takut dihujat? No no no guys ❤ kalian disana itu sudah merupakan prestasi ❤,@bagus_S22,1,2024-07-09 19:55:48,takut dihujat no no no guys kalian disana itu sudah merupakan prestasi,,positive,0.6184448515416399
yg teknik sipil udh kebanyakan pake kalku😂,@adamfelix809,0,2024-07-09 21:22:38,yang teknik sipil sudah kebanyakan pake kalku,,negative,0.6524809805247486
Kalo ga viral parah sihh,@vanzqtb,0,2024-07-09 21:25:56,kalau tidak viral parah sihh,,negative,0.8227076017695398
"Enak yah jdi mreka, klo ikut soal psikotes kerja tinggal sat set sat sett, gua bru liat soal udh sholawatan😭",@Auuuuuffqq,0,2024-07-09 23:19:36,enak yah jadi mreka kalau ikut soal psikotes kerja tinggal sat set sat sett gua bru liat soal sudah sholawatan,,negative,0.6380715272448287
"Yg gagal gapapa, yg penting kalian udh nyobaaa, semangatt",@teresniati2892,0,2024-07-09 23:23:08,yang gagal gapapa yang penting kalian sudah nyobaa semangatt,,positive,0.5280632110471026
"Wah, lihat bareng anak.. adrenalin naik dong berdua.. wow wow terus..",@Unique21066,0,2024-07-10 00:09:09,wah lihat bareng anak adrenalin naik dong berdua wow wow terus,,positive,0.5447824229247299
Keren semoga bisa juga,@NurFatimah-w8q,0,2024-07-10 00:12:55,keren semoga bisa juga,,positive,0.8499689971170783
"Baru nonton awalan ,sebutin semua prestasinya ,bikin wow😮😂kerennn pinter²🎉",@rachmaputri9387,0,2024-07-10 00:31:28,baru nonton awalan sebutin semua prestasinya bikin wow kerenn pinter²,,positive,0.7661414169635091
"nangis bangga nonton nya, terharu bgt ih",@putridevi2944,0,2024-07-10 00:45:58,nangis bangga nonton nya terharu banget ih,,positive,0.8162116852850966
Keren2 banget kalian hebattttt❤❤❤❤❤,@storylovers-ep6of,0,2024-07-10 00:53:41,keren banget kalian hebatt,,positive,0.9229596431579653
"Ini loh Orang2 yg harusnya ngurus negara. Cara menyelesaikan masalahnya ituloh..... otaknya di pake...  <br>Hahaha.... ngerti sendiri aja dah yah...<br><a href=""http://www.youtube.com/results?search_query=%23cintaindonesia"">#CintaIndonesia</a><br>Gimana ini Nusantara....",@Chiki_Bap,0,2024-07-10 01:05:59,ini loh orang yang harusnya ngurus negara cara menyelesaikan masalahnya ituloh otaknya di pake hahaha ngerti sendiri saja dah yah a href ini nusantara,,negative,0.6296100020074787
"Lohh ini emang belom ada sandy, xaviera ya dkk ya??",@AmaliaCandraPermata,0,2024-07-10 01:08:16,lohh ini emang belom ada sandy xaviera ya dkk ya,,neutral,0.5895714314132272
Seorang ibu punya anak umur 4th. Nonton ini sambil berdoa. Semoga anakku di karunai allah otak yang cerdas❤.. aamiin<br><br>Ini tontonan yang membakar semangat untuk terus belajar...❤❤❤❤,@SitiSarah-yk5tx,27,2024-07-10 01:24:53,seorang ibu punya anak umur th nonton ini sambil berdoa semoga anakku di karunai allah otak yang cerdas aamiinini tontonan yang membakar semangat untuk terus belajar,,positive,0.8265952613758515
bluelock versi anak anak pintar 🤐🤐🤐,@insanadityapriana9932,0,2024-07-10 01:34:19,bluelock versi anak anak pintar,,neutral,0.41706834794827524
❤❤❤ ini acara keren,@solindaLombok,0,2024-07-10 01:34:34,ini acara keren,,positive,0.832649434428475
Nahhhhhh konten yg gini nih. Bermanfaat buat anak muda agar lebih semangat lagi belajarnya dlm untuk berprestasi &amp; nantinya akan berguna bagi bangsa,@aldyfl2390,0,2024-07-10 01:42:57,nahh konten yang gini nih bermanfaat buat anak muda agar lebih semangat lagi belajarnya dlm untuk berprestasi amp nantinya akan berguna bagi bangsa,,positive,0.7500635245977539
IQ penting tapi EQ &amp; SQ jauh lebih penting,@ninis77100,0,2024-07-10 01:43:46,iq penting tapi eq amp sq jauh lebih penting,,neutral,0.3929080297769076
Ternyata di kuliah aku hanya pelengkap swkwkwk😅,@sellaaryati9941,0,2024-07-10 01:45:07,ternyata di kuliah aku hanya pelengkap swkwkwk,,neutral,0.3431939899695182
Ehh kok Edward ngomong gitu ya?,@ahlaamanymaulidya,0,2024-07-10 01:53:47,ehh kok edward ngomong gitu ya,,negative,0.6152893612597925
"anak saya jadi semangat belajar, dan pengen berprestasi gara2 liat acara ini ^_^",@fatinyakes3554,0,2024-07-10 02:00:17,anak saya jadi semangat belajar dan pengen berprestasi gara liat acara ini _,,positive,0.7349906217562121
"&quot;takut dihujat netizen&quot; jangan takut kk kamu keren banget, mereka yang ngehujat kamu tuh value nya di bawah kk, dan pastinya mereka orang yang kurang pendidikan, menganggap sekolah dan ilmu pengetahuan yang di ajarin di sekolah sama universitas itu gk penting.",@alruna_germa,0,2024-07-10 02:05:47,quot takut dihujat netizen quot jangan takut kk kamu keren banget mereka yang ngehujat kamu tuh value nya di bawah kk dan pastinya mereka orang yang kurang pendidikan menganggap sekolah dan ilmu pengetahuan yang di ajarin di sekolah sama universitas itu tidak penting,,positive,0.5389496349968015
Nonton ini sy berasa menjadi remahan rengginang..,@emiliaabdulaziz7468,0,2024-07-10 02:09:40,nonton ini sy berasa menjadi remahan rengginang,,neutral,0.4182801142437184
"Teknik sipil ipk 4 , wow",@LuthfiFarhansyah,0,2024-07-10 02:22:16,teknik sipil ipk wow,,positive,0.5291429922781988
Semoga politik kita diisi orang orang pinter,@ternakbisnis,0,2024-07-10 02:31:13,semoga politik kita diisi orang orang pinter,,positive,0.7194026155269873
Kumpulan orang2 pinter ini seru lohh wkwwk,@nandaaprilia1299,0,2024-07-10 02:38:31,kumpulan orang pinter ini seru lohh wkwwk,,positive,0.8078743986784697
Aaaaaa seruuu,@gnananananas,0,2024-07-10 02:42:24,aa seruu,,positive,0.7484969554100119
"Tanpa mengurangi rasa hormat, kenapa ya aku bosen sama acara ini? Apa karna aku bandingin sama original punya Koreanya? Di sana tegangnya dapet banget. Dan ngetrigger penonton buat belajar banget banget.<br>Di sini kebanyakan interviewnya, yang kebanyakan ngomongin soal perasaannya. Bahkan ada yang ngecengin peserta lain yang berusaha maju pertama walaupun salah pada akhirnya. Ada juga yang baru ronde pertama udah mau nyerah. Aduh ini Indonesia banget wkwkwk<br>Menurutku yang kayak gitu-gitu itu harusnya diedit aja gak perlu dimasukin 😂",@11001-r,0,2024-07-10 02:42:41,tanpa mengurangi rasa hormat kenapa ya aku bosen sama acara ini apa karena aku bandingin sama original punya koreanya di sana tegangnya dapet banget dan ngetrigger penonton buat belajar banget banget di sini kebanyakan interviewnya yang kebanyakan ngomongin soal perasaannya bahkan ada yang ngecengin peserta lain yang berusaha maju pertama walaupun salah pada akhirnya ada juga yang baru ronde pertama sudah mau nyerah aduh ini indonesia banget wkwkwkmenurutku yang seperti gitu gitu itu harusnya diedit saja tidak perlu dimasukin,,neutral,0.48331725476810256
berharap bisa kecantol sedikit dari nontom vidio ini wkwk,@alifah658,0,2024-07-10 02:44:07,berharap bisa kecantol sedikit dari nontom vidio ini wkwk,,neutral,0.41020051570708144
Keren kalian semuaaa ❤,@anisafitrianafitriana9426,0,2024-07-10 02:55:13,keren kalian semuaa,,positive,0.8588794134266515
kalo aku ikut boleh minta soal flowchart aja ga ngitung tiket masuk diskon” gitu😇🙏🏻,@RevaldoZuan,0,2024-07-10 02:55:18,kalau aku ikut boleh minta soal flowchart saja tidak ngitung tiket masuk diskon gitu,,negative,0.6797077019004375
Bangga liat anak anak muda indonesia yg berprestasi❤,@nfatrin,0,2024-07-10 02:55:34,bangga liat anak anak muda indonesia yang berprestasi,,positive,0.7408657009163834
"Keren bgtt,,, gmna caranya anak&quot;ku pgn kyk mereka ???",@kurniawatisholihat7564,0,2024-07-10 02:59:14,keren bgtt gmna caranya anak quot ku pgn seperti mereka,,positive,0.7238570184290355
"Ya Allah nangis lihat ini. Generasi Bangsa Indonesia yang luar biasa hebat2. Patut di Up yg kyk gini.. biar generasi muda mencontoh hal2 yang membanggakan, bukan hanya yg viral2 gak penting itu",@rifatulanita,49,2024-07-10 03:05:43,ya allah nangis lihat ini generasi bangsa indonesia yang luar biasa hebat patut di up yang seperti gini biar generasi muda mencontoh hal yang membanggakan bukan hanya yang viral tidak penting itu,,positive,0.5619127077907459
"Aaaa thank you, akhir2 ini ak lg stress bgt. Kehilangan semangat, ngestuck, ga tau mau ngapain lg. Krn lg masa liburan sekolah krn kerjaanku d lingkungan sekolah. Lihat ini bersliweran d tiktok dan smpek d hr ini mampir kesini bnr2 memunculkan semangat ku lg yg setelah berhari-hari berantakan. Semoga bs jd motivasi untuk ku bs lebih produktif lg ❤",@priskaca,1,2024-07-10 03:07:33,aa thank you akhir ini ak lagi stress bgt kehilangan semangat ngestuck tidak tau mau ngapain lg karena lagi masa liburan sekolah karena kerjaanku d lingkungan sekolah lihat ini bersliweran d tiktok dan smpek d hr ini mampir kesini bnr memunculkan semangat ku lagi yang setelah berhari hari berantakan semoga bisa jd motivasi untuk ku bisa lebih produktif lagi,,positive,0.7112376829679824
Keren sew,@erlisnurse9047,0,2024-07-10 03:15:16,keren sew,,positive,0.840375825721574
Otak ngan saparapat maksakeun lalajo nukie gustiiii,@fansransfamilyentertaiment3798,0,2024-07-10 03:17:46,otak ngan saparapat maksakeun lalajo nukie gustii,,neutral,0.38788991773360487
"Kerennnn² bngttt,pliss, semogaaa pintar nya nular yaaa",@Cacaa_04,0,2024-07-10 03:26:38,kerenn² bngtt pliss semogaa pintar nya nular yaa,,neutral,0.3731069800686042
"mereka yg ngitung, w yg deg deg an... aaaahh jadi inget jaman&quot; sekolah, ko lihat ini berasa tuir yaa, wkwkkw pdhl baru mau kepala 3",@SufyanHanif2122,0,2024-07-10 03:28:37,mereka yang ngitung w yang deg deg an aahh jadi inget jaman quot sekolah ko lihat ini berasa tuir yaa wkwkkw pdhl baru mau kepala,,negative,0.5829279257686234
Tes CPNS langsung grade teratas itu,@muhammadbintangadhiprakoso3855,0,2024-07-10 03:44:31,tes cpns langsung grade teratas itu,,neutral,0.4330572400683417
Jadi ambis,@amelamel7555,0,2024-07-10 03:48:08,jadi ambis,,negative,0.6395693857794867
Ini cara hebat sih jd nge buat orang tua jd lebih aware akan pendidikan anak,@AnjaniYuliani-k8p,1,2024-07-10 03:48:34,ini cara hebat sih jd nge buat orang tua jd lebih aware akan pendidikan anak,,positive,0.683502550148582
rasanya ingin ikutan tapi apalah daya 😂,@nendenanggraeni2078,0,2024-07-10 03:48:58,rasanya ingin ikutan tapi apalah daya,,neutral,0.3566922440877643
😢gak ngotak semua pretasi ya aslian,@shinto990,0,2024-07-10 03:55:12,gak ngotak semua pretasi ya aslian,,negative,0.6257417124514845
Masya&#39;allah merinding banget lihatnya allahumma sholi ala muhammad,@anispermata826,0,2024-07-10 04:00:37,masya allah merinding banget lihatnya allahumma sholi ala muhammad,,positive,0.8005730146842657
"Lain x ke sekolahan juga min. Ke Sumatera , jawa, dan bbrp provinsi lainnya. ini acara bagus bgt, dan bakal trending, apalagi tujuannya untuk pemerataan pendidikan dan kecerdasan otak manusia. Jgn semua tergantung teknologi, tapi teknologi yg akan kita buat.",@TambunanThe,4,2024-07-10 04:03:25,lain x ke sekolahan juga min ke sumatera jawa dan bbrp provinsi lainnya ini acara bagus bgt dan bakal trending apalagi tujuannya untuk pemerataan pendidikan dan kecerdasan otak manusia jgn semua tergantung teknologi tapi teknologi yang akan kita buat,,positive,0.5751715870548106
"MasyaAllah, semoga anak2ku bisa sehebat mereka 🤲",@zaratulmuhsinin208,0,2024-07-10 04:06:53,masyaallah semoga anakku bisa sehebat mereka,,positive,0.7235337306807716
"Perwakilan sumbar cuma 1, gak pernah di wawancara pulak",@DonnyAlexa,0,2024-07-10 04:16:57,perwakilan sumbar cuma tidak pernah di wawancara pulak,,negative,0.7495322791493555
