textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence,sentiment_bert,confidence_bert,sentiment_final
"Semangat untuk yg gak lolos jangan berkecil hati ya, udah sampai ke tahap itu saja sudah luar biasa hebat kok. klo misalnya anak aku, aku akan bilang, &quot;Mama sudah bangga sama kamu nak&quot; ...",@pratiwisya,5,2024-07-08 03:38:50,semangat untuk yang tidak lolos jangan berkecil hati ya sudah sampai ke tahap itu saja sudah luar biasa hebat kok kalau misalnya anak aku aku akan bilang quot mama sudah bangga sama kamu nak quot,,positive,0.7591051311424074,positive,0.9937,positive
Perbanyak acara yg seperti ini,@AditAditya01,1,2024-07-08 03:43:15,perbanyak acara yang seperti ini,,positive,0.533531043091784,positive,0.9279,positive
INI BARU TONTON BERKELASSSS💯💯💯👑👑👑👑,@syaifulabidin3995,2,2024-07-08 03:45:56,ini baru tonton berkelass,,neutral,0.430449429364546,neutral,0.8106,neutral
Strategi marketing nya bagus banget sih,@tomyalfianwiranata4069,1,2024-07-08 03:48:50,strategi marketing nya bagus banget sih,,positive,0.6111274678099511,positive,0.9937,positive
"Telat banget sih kalo gw mau berubah gw orang nya minderan dan kagak mau banget keliatan salah, salah dikit kena mental dan hujatan kawan atau keluarga 😢",@buahcherry678,2,2024-07-08 03:53:55,telat banget sih kalau gw mau berubah gw orang nya minderan dan kagak mau banget keliatan salah salah dikit kena mental dan hujatan kawan atau keluarga,,positive,0.6849859047269135,negative,0.9643,negative
yeyasa 😂,@andremrainz,0,2024-07-08 04:01:02,yeyasa,,neutral,0.3716076679451141,neutral,0.9497,neutral
"Keren abisssss, i hope to be like them",@pahambersama1694,1,2024-07-08 04:02:22,keren abiss i hope to be like them,,positive,0.7545175771025079,positive,0.9955,positive
Layar nya ko kecil ya,@AlyaShr20,1,2024-07-08 04:10:57,layar nya ko kecil ya,,neutral,0.421129463062913,negative,0.8517,negative
"Kalian yg tereliminasi ,kalian hebat kok<br>Tetap semangat pokoknya ❤",@chuniluciha4515,1,2024-07-08 04:25:02,kalian yang tereliminasi kalian hebat koktetap semangat pokoknya,,positive,0.7560209983016081,positive,0.993,positive
&quot;Balik yuk!&quot; Kata si abg 😭😭😭,@elsadesign3262,1,2024-07-08 04:28:32,quot balik yuk quot kata si abg,,negative,0.6109522073011903,neutral,0.6678,neutral
Semua temen ngomongin jd penasaran.,@allegapuri4201,1,2024-07-08 04:31:30,semua temen ngomongin jd penasaran,,neutral,0.4636997613663533,positive,0.9706,positive
Acara kaya gini harusnya di tampilkan di layar kacaaaaa,@Annisa-qg3tl,1,2024-07-08 04:39:46,acara kaya gini harusnya di tampilkan di layar kacaa,,neutral,0.4781794352999396,negative,0.761,negative
Soal 1 dan 3 ga ada screen shotnya kah? Hanya dapat ss soal 2 aja..,@ShinyHunterGuy,0,2024-07-08 04:43:30,soal dan tidak ada screen shotnya kah hanya dapat ss soal aja,,negative,0.5181003366327944,negative,0.5484,negative
Semoga aja sesering mungkin ini acara tertantang Juga soalnya 🥰😘,@SändYüstinAMAxwell,0,2024-07-08 04:47:11,semoga saja sesering mungkin ini acara tertantang juga soalnya,,positive,0.6861226717826479,positive,0.9915,positive
Merinding mo nangis masa🥹,@ayusafitri4148,0,2024-07-08 04:56:17,merinding mo nangis masa,,positive,0.6837947764888316,positive,0.9932,positive
"Ini yang patut di iri kan, kepintaran yang luar biasa ttp semangat😇😇",@atriyunitalibat9412,0,2024-07-08 04:57:25,ini yang patut di iri kan kepintaran yang luar biasa ttp semangat,,positive,0.5883384297004225,positive,0.9839,positive
"BUAT YG GA LOLOS, KALIAN IKUTT INI TUH UDAH KERENNN BANGETTTT😭😭😭😭♥️",@jessicaatika6990,0,2024-07-08 05:09:25,buat yang tidak lolos kalian ikutt ini tuh sudah kerenn bangett,,positive,0.8641579897169868,positive,0.9951,positive
Yng pintar&quot; aja masih ksulitan apalagi gw njirrr,@dodisomantri3322,0,2024-07-08 05:10:41,yng pintar quot saja masih ksulitan apalagi gw njirr,,negative,0.5998779387391082,negative,0.9764,negative
"Yang perlu diingat juga, kecerdasan bukan hanya soal IQ, tapi juga ada EQ, SQ dan PQ. Kepandaian seseorang tidak bisa diukur hanya dari satu aspek akademis saja, misalnya perhitungan/matematika. Kemahiran di bidang seni, sosial, spritual, dan fisik juga merupakan suatu hal yang perlu dipertimbangkan diluar dari kemampuan akademis.",@mr.almoe17_83,0,2024-07-08 05:11:34,yang perlu diingat juga kecerdasan bukan hanya soal iq tapi juga ada eq sq dan pq kepandaian seseorang tidak bisa diukur hanya dari satu aspek akademis saja misalnya perhitungan matematika kemahiran di bidang seni sosial spritual dan fisik juga merupakan suatu hal yang perlu dipertimbangkan diluar dari kemampuan akademis,,neutral,0.4450202357762367,negative,0.4045,negative
University war nya indonesia. Kalau korea ada versinya,@kikinurjannah5851,0,2024-07-08 05:13:34,university war nya indonesia kalau korea ada versinya,,neutral,0.4554166582908314,positive,0.3635,positive
"KERENN BGTTTT RUANGGURU, GW SI DARI SMA IKUT RUANGGURU DAN ALHAMDULILLAH SKRG DAH KULIAH DI UNDIP MAKASI RUANGGURU❤",@sinyotnty,0,2024-07-08 05:17:43,kerenn bgtt ruangguru gw si dari sma ikut ruangguru dan alhamdulillah sekarang dah kuliah di undip makasi ruangguru,,positive,0.7568782374641758,positive,0.9948,positive
Insecure liat org pintar,@Apriliaarbn,0,2024-07-08 05:19:36,insecure liat orang pintar,,negative,0.761587410879514,negative,0.975,negative
"Ga usah terlalu giat yah adek2, toh nnt yang kerja juga bapak bapak fesbuk yang bukan di bidangnya 🤣",@yamahajupitermx,0,2024-07-08 05:20:24,tidak usah terlalu giat yah adek toh nnt yang kerja juga bapak bapak fesbuk yang bukan di bidangnya,,neutral,0.4547585391496563,negative,0.9395,negative
Tim yang nonton aja tapi ikut merinding😭⬇️,@Kittellaaplace,0,2024-07-08 05:20:48,tim yang nonton saja tapi ikut merinding,,neutral,0.4791060458238538,positive,0.9874,positive
Ya perwakilan ptn dari sulawesi selatan gugur 😢,@AKBAR-04591,1,2024-07-08 05:27:36,ya perwakilan ptn dari sulawesi selatan gugur,,negative,0.560853169555149,neutral,0.4968,neutral
USU medan gak ada ya 😅,@bonarsinaga1787,0,2024-07-08 05:30:10,usu medan tidak ada ya,,negative,0.7161575672617078,negative,0.9728,negative
GPA artinya apa ya,@yuvindanati2725,0,2024-07-08 05:31:22,gpa artinya apa ya,,neutral,0.7379565960337242,neutral,0.9874,neutral
Lebih pinter dr ini sgt banyak di Indonesia<br>Tp yg jujur n gak korupsi itu yg dipertanyakan,@sepatulima,1,2024-07-08 05:34:15,lebih pinter dari ini sangat banyak di indonesiatp yang jujur n tidak korupsi itu yang dipertanyakan,,negative,0.7301257014148804,negative,0.9687,negative
Ini baru pas apa lagi aku suka dengan pengetahuan dengan semuanya apalagi menggabungkan pertanian dan teknologi wow perfek,@jefrihuruji,0,2024-07-08 05:46:54,ini baru pas apa lagi aku suka dengan pengetahuan dengan semuanya apalagi menggabungkan pertanian dan teknologi wow perfek,,positive,0.7444813362884938,positive,0.9938,positive
keren banget acaranyaaaaaaa,@kelen5028,0,2024-07-08 05:50:56,keren banget acaranyaa,,positive,0.912729385258043,positive,0.9957,positive
"Ini nih acara cerdas,, sambil mngasah IQ kita jg bisa liat kumpulan &quot;monster&quot;😂😂",@Terataiyangberlumpur,1,2024-07-08 05:51:59,ini nih acara cerdas sambil mngasah iq kita juga bisa liat kumpulan quot monster quot,,neutral,0.4102522926817953,neutral,0.8946,neutral
keren keren bgt herannnn,@uci448,0,2024-07-08 05:54:39,keren keren banget herann,,positive,0.915319322053441,positive,0.9953,positive
Saran aku jangan sampai angka terlewat satu pun,@jefrihuruji,0,2024-07-08 05:54:44,saran aku jangan sampai angka terlewat satu pun,,neutral,0.3951851703539314,negative,0.7686,negative
Akhirnya ada konten mendidik,@shinwa7,0,2024-07-08 05:55:50,akhirnya ada konten mendidik,,neutral,0.5238276559405388,positive,0.9668,positive
Pengen sih tapi aku minim biaya 😔 mungkin bukan takdirku bisa menjadi apa yang aku inginkan,@jefrihuruji,0,2024-07-08 05:57:45,pengen sih tapi aku minim biaya mungkin bukan takdirku bisa menjadi apa yang aku inginkan,,neutral,0.652984707036664,neutral,0.4106,neutral
Kesini garagara pgn liat org pinter2😂,@daniartha172,0,2024-07-08 05:59:55,kesini garagara pgn liat orang pinter,,neutral,0.4706216024263778,negative,0.9533,negative
Acaranya keren banget ❤❤❤,@Aisyahsolekha,0,2024-07-08 06:04:34,acaranya keren banget,,positive,0.917517622969856,positive,0.9954,positive
Negri Konoha bisanya cuma plagiat. Meniru acara nya Korea Selatan ini.. aku udah pernah nonton. SNU yang menang,@abangkoko5374,1,2024-07-08 06:05:02,negri konoha bisanya cuma plagiat meniru acara nya korea selatan ini aku sudah pernah nonton snu yang menang,,positive,0.6162682795702429,positive,0.4778,positive
Semangat ya 💪,@jefrihuruji,0,2024-07-08 06:11:39,semangat ya,,positive,0.5189078576209586,positive,0.9936,positive
"Agas banyak omong banget ya, paling banyak tingkah. Baguslah keluar lebih dulu",@rarayaya9692,1,2024-07-08 06:11:44,agas banyak omong banget ya paling banyak tingkah baguslah keluar lebih dulu,,positive,0.5541748972464352,negative,0.7345,negative
Kerennnnnb🎉,@merimariani906,0,2024-07-08 06:14:10,kerennb,,neutral,0.3716076679451141,positive,0.9953,positive
"Entah kenapa aku nangis dari awal nonton ini, aku terharu liat anak anak ini",@nuwairaalesyaazzahra,0,2024-07-08 06:20:36,entah kenapa aku nangis dari awal nonton ini aku terharu liat anak anak ini,,positive,0.5916016499413456,positive,0.9922,positive
Merinding liat orang pada pinter2 bangetttt,@justbenggg_4965,0,2024-07-08 06:21:23,merinding liat orang pada pinter bangett,,positive,0.5290347745140457,positive,0.9912,positive
"Kalian hebat, lanjutkan",@Dievlog2025,0,2024-07-08 06:21:50,kalian hebat lanjutkan,,positive,0.7665226550220746,positive,0.9949,positive
Semoga pinternya nular ke gw 😂,@Angelina-xo1lj,0,2024-07-08 06:25:36,semoga pinternya nular ke gw,,neutral,0.4691876872509951,negative,0.9602,negative
Bangga ada acara beginian di negara tercinta,@Agustian-fc8lh,0,2024-07-08 06:27:27,bangga ada acara beginian di negara tercinta,,positive,0.5121361607131488,positive,0.9942,positive
"Yang gagal ini orang pintar semua, karena lawannya orang pintar juga jadi ya tetap harus ada yang tereliminasi. Salut si gw",@HutanikKSD22,0,2024-07-08 06:28:16,yang gagal ini orang pintar semua karena lawannya orang pintar juga jadi ya tetap harus ada yang tereliminasi salut si gw,,positive,0.5297355595734669,positive,0.9882,positive
Terharu liat mereka. Terima kasih ruangguru 💙,@kiyoko1001,0,2024-07-08 06:31:51,terharu liat mereka terima kasih ruangguru,,positive,0.5194126532977341,positive,0.9934,positive
Kayanya seru kalo ada tutor cara ngitung soalnya,@erikafitriani28,0,2024-07-08 06:34:33,kayanya seru kalau ada tutor cara ngitung soalnya,,neutral,0.6858451400143677,neutral,0.9713,neutral
Mantap,@J.azizah,0,2024-07-08 06:34:44,mantap,,positive,0.657822740938768,positive,0.9952,positive
Jagoan gue syakirah. Kalian siapa?,@yamazakurasister,0,2024-07-08 06:34:46,jagoan gue syakirah kalian siapa,,neutral,0.3763370709171354,neutral,0.9771,neutral
"keren banget acaranya, jadi merasa insecure karna IPK aku 3,6 tapi otak aku gak nyampe satu pun d hitungan itu",@inggitindriani8064,0,2024-07-08 06:41:26,keren banget acaranya jadi merasa insecure karena ipk aku tapi otak aku tidak nyampe satu pun d hitungan itu,,positive,0.6122304298093594,positive,0.9926,positive
Segerrr liat orang2 pinter gini,@mifta_alkarim12,0,2024-07-08 06:41:42,segerr liat orang pinter gini,,positive,0.5741174611262151,positive,0.9849,positive
"Aku sih soal2nya sbenarnya bisa,, apalagi soal yg ronde 1 dan 3,, krn aku dlu prnah ikut lomba matematika di tingkat kabupaten,, tapi mugkin butuh sdikit waktu agak lama sih😅😅",@Terataiyangberlumpur,0,2024-07-08 06:42:47,aku sih soalnya sbenarnya bisa apalagi soal yang ronde dan karena aku dlu prnah ikut lomba matematika di tingkat kabupaten tapi mugkin butuh sdikit waktu agak lama sih,,neutral,0.4492156193352279,negative,0.7404,negative
Kangen maxwelll 😢ditonton lagi deh,@meiamiyaturohimah8157,0,2024-07-08 06:44:04,kangen maxwell ditonton lagi deh,,neutral,0.4184476460232423,neutral,0.6714,neutral
"merindingg banget woiii, semoga pintar nya nularr",@cintamifarah1098,1,2024-07-08 06:44:46,merindingg banget woii semoga pintar nya nularr,,positive,0.7260376880711118,positive,0.9189,positive
Yesaya bangke. Ngejokes terus 😂😂,@sigitfirmansyah7679,1,2024-07-08 06:48:50,yesaya bangke ngejokes terus,,neutral,0.4559448572136941,negative,0.9589,negative
Ngapain takut dihujat netizen Klian smua itu pintar anjir,@RafaRahadian,1,2024-07-08 06:51:50,ngapain takut dihujat netizen klian smua itu pintar anjir,,negative,0.5518006470688746,negative,0.5914,negative
Ganti aja judulnya jadi CLASH OF CALCULATOR,@undetectedviper1121,0,2024-07-08 06:55:38,ganti saja judulnya jadi clash of calculator,,negative,0.5341352513678341,neutral,0.9602,neutral
Maxvell mhs suroboyo banget😂😂 yaopo rek,@himmalatif3441,0,2024-07-08 06:58:06,maxvell mhs suroboyo banget yaopo rek,,positive,0.6982637744535078,positive,0.9803,positive
Banyak bgtt prestasi nyaa😮,@coquette-j1b,0,2024-07-08 07:09:16,banyak banget prestasi nyaa,,neutral,0.4737697810252164,positive,0.9776,positive
Makin sadar 😂 gue cma pelengkap ekosistem,@leehaejin4234,0,2024-07-08 07:09:40,makin sadar gue cma pelengkap ekosistem,,neutral,0.4926518787497431,neutral,0.9665,neutral
KEREN BGTT!!  semuanya percaya diri ada yang bilang aku percaya 80 persen sampai 100 persen aku lolos,@LintangAkayla,7,2024-07-08 07:10:28,keren bgtt semuanya percaya diri ada yang bilang aku percaya persen sampai persen aku lolos,,positive,0.7159478254261439,positive,0.9948,positive
Ga ada yang namanya mencontek,@muhammadkirom582,0,2024-07-08 07:26:01,tidak ada yang namanya mencontek,,negative,0.7498743390545318,negative,0.7586,negative
KEREN🎉,@pradindawildani90,0,2024-07-08 07:30:19,keren,,positive,0.840375825721574,positive,0.9956,positive
Ibnu mirip Pak Budiman Sujatmiko,@djaz77,0,2024-07-08 07:31:27,ibnu mirip pak budiman sujatmiko,,neutral,0.6736336264129843,neutral,0.9675,neutral
"Mwnya di kasi waktunya, jdi penonton tau, d menit kebrspa si A slsai dll. Ini akademis kan ya, masa durasi ga di detailkan menitnya, cuma kyk loading aja. Evaluasi panitia. Tpi yg bagus itu animasi d awalnya. Bolehlah 2d + 3d",@yuoneyouget5819,0,2024-07-08 07:32:48,mwnya di kasi waktunya jadi penonton tau d menit kebrspa si a slsai dll ini akademis kan ya masa durasi tidak di detailkan menitnya cuma seperti loading aja evaluasi panitia tapi yang bagus itu animasi d awalnya bolehlah d d,,neutral,0.4612157028001208,negative,0.4904,negative
malu otak ini ngeliat otak otak pintar mereka😫🤏🏻,@salwasalsabila5097,0,2024-07-08 07:34:30,malu otak ini ngeliat otak otak pintar mereka,,neutral,0.4539242427901184,negative,0.975,negative
"serasa nonton ejen ali woy, kek mirip bgitu cuma beda jurusan😂",@elsaoktapia-db6ve,0,2024-07-08 07:43:31,serasa nonton ejen ali woy kek mirip bgitu cuma beda jurusan,,neutral,0.570676101791067,negative,0.5884,negative
Tetap bangga buat dek Ibnu dari UNHAS... <br><br>Tetap semangat,@MegaMega-p5m,1,2024-07-08 07:47:37,tetap bangga buat dek ibnu dari unhas tetap semangat,,positive,0.8078543100897854,positive,0.9926,positive
"gokil merinding, cara ini bagus banget buat memotivasi anak-anak muda indonesia terutama yang akan menuju jenjang kuliah, gokil keren",@ainkim4632,1,2024-07-08 07:48:30,gokil merinding cara ini bagus banget buat memotivasi anak anak muda indonesia terutama yang akan menuju jenjang kuliah gokil keren,,positive,0.8685616308807517,positive,0.9941,positive
Ruang guru perbanyak tontonan kek gini ya soalnya tu memotivasi banget,@WidiaAgustina-e6k,0,2024-07-08 07:49:52,ruang guru perbanyak tontonan kek gini ya soalnya tu memotivasi banget,,positive,0.6505505726943815,positive,0.9855,positive
"Walupun kalian gugur, kalian tetap yg terbaik, bisa masuk coc dah keren bgt. Tetap semangat adik2",@eliozzanquen7223,0,2024-07-08 07:51:57,walupun kalian gugur kalian tetap yang terbaik bisa masuk coc dah keren bgt tetap semangat adik,,positive,0.8630155445363356,positive,0.9948,positive
Yesaya bilang tadi gampang😂,@ferdinanpatewa4428,0,2024-07-08 07:54:34,yesaya bilang tadi gampang,,neutral,0.3655318343245371,neutral,0.7923,neutral
"Fyp 2x , akhirnya nonton deh, wow amazing keren acaranya🎉",@etisafitri1355,0,2024-07-08 07:56:25,fyp x akhirnya nonton deh wow amazing keren acaranya,,positive,0.8122411109469297,positive,0.9949,positive
sampe merinding nontonya pls,@nakamotolintang,0,2024-07-08 08:14:08,sampe merinding nontonya pls,,positive,0.6413970793395063,positive,0.9931,positive
"suka bngt sma personalnya agas, dia selalu selametin temn2nya yg lolos, keliatannya santuy bngt, ga sanggup nontn eps 4, agas sma maxwell keeliminasi😭",@deviandriyani4129,0,2024-07-08 08:16:28,suka banget sma personalnya agas dia selalu selametin temnnya yang lolos keliatannya santuy bngt tidak sanggup nontn eps agas sma maxwell keeliminasi,,positive,0.5679877231280078,positive,0.6454,positive
"Gileee keren banget ini, aku punya 2 anak yg masih sd jadi termotivasi bgt untuk memberikan les dan skul terbaik buat mereka. Ternyata selama ini pikiranku salah, ank2 ini harus diberikan modal dari kecil biar mereka bisa bersaing sama orang2 keren seperti ini. Ruang guru kerennnn",@vebe7874,20,2024-07-08 08:22:14,gilee keren banget ini aku punya anak yang masih sd jadi termotivasi banget untuk memberikan les dan skul terbaik buat mereka ternyata selama ini pikiranku salah ank ini harus diberikan modal dari kecil biar mereka bisa bersaing sama orang keren seperti ini ruang guru kerenn,,positive,0.9191523346367472,positive,0.9945,positive
"aaahh keren banget acaranya, ikutan merinding, ngerasain banget tekanannya di setiap babak. Gileee sih emang bener masih ada yg terhebat dari yang hebat..",@vhikachaniago7578,0,2024-07-08 08:44:12,aahh keren banget acaranya ikutan merinding ngerasain banget tekanannya di setiap babak gilee sih emang bener masih ada yang terhebat dari yang hebat,,positive,0.8984084702323112,positive,0.9943,positive
GILAAKKKK KERENNNN🔥🔥,@riskamabruktour,0,2024-07-08 08:49:24,gilaakk kerenn,,positive,0.8127249596989197,positive,0.9953,positive
keren pol ❤❤❤❤,@halimatussakdiyah3013,0,2024-07-08 08:51:04,keren pol,,positive,0.8259699440685533,positive,0.9955,positive
Good Job @ruang guru❤.. acara berkualitas,@shallyutami8656,0,2024-07-08 08:51:17,good job guru acara berkualitas,,positive,0.7042909407490979,positive,0.9939,positive
Please ambil anak2 dari terpelosok,@shallyutami8656,0,2024-07-08 08:51:56,please ambil anak dari terpelosok,,neutral,0.3551565888501216,negative,0.9642,negative
"Ngapain takut dihujat,wong netizennya aja belum tentu bisa ngitung😅😅😅😂😂😂",@Berpikirdenganlogika,0,2024-07-08 08:52:47,ngapain takut dihujat wong netizennya saja belum tentu bisa ngitung,,negative,0.5465279225530418,negative,0.9612,negative
"Itu Yesaya udah sombong duluan diawal, eh malah dia sendiri yang gak lolos ronde 1. Tapi untungnya lolos👏👏",@reiysenju,0,2024-07-08 09:01:24,itu yesaya sudah sombong duluan diawal eh malah dia sendiri yang tidak lolos ronde tapi untungnya lolos,,negative,0.6469754992110225,negative,0.9749,negative
ikut merinding liatnya berasa banget dag dig dug 😂,@fitrisuciawati,0,2024-07-08 09:05:08,ikut merinding liatnya berasa banget dag dig dug,,positive,0.7716827753513327,positive,0.9778,positive
"menit <a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=501"">8:21</a> tuh totalnya berapa? apa persis dengan soal yang dikerjakan? aku ngerjain kuraang teliti ketemunya 2492 bukan 2678 kaya jawaban benar di video coc ini",@seksiwaskoniii9638,1,2024-07-08 09:06:37,menit a href tuh totalnya berapa apa persis dengan soal yang dikerjakan aku ngerjain kuraang teliti ketemunya bukan kaya jawaban benar di video coc ini,,neutral,0.5461575640552944,neutral,0.9807,neutral
"Suka COC ini, cukup menghibur otakku yg tidak sepintar mereka ini😭😭",@princeellygracely7143,0,2024-07-08 09:07:30,suka coc ini cukup menghibur otakku yang tidak sepintar mereka ini,,neutral,0.4152414696016235,positive,0.9934,positive
"cocokk buat jadiin motivasi orang males jadi mau belajar, contohnya guaa",@pattraaditya9042,0,2024-07-08 09:08:28,cocokk buat jadiin motivasi orang males jadi mau belajar contohnya guaa,,positive,0.6057019543009823,positive,0.9373,positive
nonton org pinter berharap pinternya nular gppkan🤣,@auliarahmah5366,0,2024-07-08 09:08:33,nonton orang pinter berharap pinternya nular gppkan,,positive,0.5929087853671561,negative,0.9508,negative
GUA NGERASA GA GUNA BGT HIDUP....,@forschool-g5h,2,2024-07-08 09:08:40,gua ngerasa tidak guna banget hidup,,negative,0.6739005349772095,negative,0.9689,negative
Masyaallah semoga anaku sepinter mereka aamiin,@SiskaLestari-g7r,0,2024-07-08 09:14:00,masyaallah semoga anaku sepinter mereka aamiin,,positive,0.6346832713253898,positive,0.9919,positive
semangat dan teruslah berprestasi harum kan nama indonesia di kacah internasional,@JiyanSuhada,0,2024-07-08 09:17:17,semangat dan teruslah berprestasi harum kan nama indonesia di kacah internasional,,positive,0.7372111137213949,positive,0.9909,positive
Rianii omaygat keren bangett!🤩✨,@Urloveuziaa,0,2024-07-08 09:21:01,rianii omaygat keren bangett,,positive,0.8875094953752054,positive,0.9953,positive
"tim yang suka dan bahagia liat  dan nonton org org pinter, MasyaAllah 😍🥹",@habibahjuniartiiskandar6287,1,2024-07-08 09:25:41,tim yang suka dan bahagia liat dan nonton orang orang pinter masyaallah,,positive,0.7627421271235698,positive,0.9944,positive
"Bahkan yg gak lolos, tetep menang dimata gue 😂 karena pasti mereka pinter di bidang lain",@nayukurnia5597,0,2024-07-08 09:37:03,bahkan yang tidak lolos tetep menang dimata gue karena pasti mereka pinter di bidang lain,,negative,0.7261645840601886,positive,0.6809,positive
Mereka luar biasa🎉,@Martin_malani,0,2024-07-08 09:38:33,mereka luar biasa,,neutral,0.4933721855231185,positive,0.9939,positive
"Belum nonton semua, tapi keduluan penasaran yang buat soalnya siapa ya.<br>Kalau udah pinter gini gimana org buat soalnya :D",@armessetya,0,2024-07-08 09:39:04,belum nonton semua tapi keduluan penasaran yang buat soalnya siapa ya kalau sudah pinter gini bagaimana orang buat soalnya d,,neutral,0.3563149123880038,neutral,0.9593,neutral
"asli, nagih nontonnya, subscribe deh",@widyar1623,0,2024-07-08 09:40:21,asli nagih nontonnya subscribe deh,,neutral,0.4139783217852237,positive,0.9901,positive
mereka yang lomba gue yang degdegan dan puyeng wkwkwk,@marettafitria7636,1,2024-07-08 09:43:28,mereka yang lomba gue yang degdegan dan puyeng wkwkwk,,negative,0.5723529316192155,negative,0.9465,negative
Dukung maxwell sampai akhir,@rifqyzulfiqardaaris5490,1,2024-07-08 09:43:38,dukung maxwell sampai akhir,,neutral,0.3561399069371707,positive,0.9814,positive
Bagus banget acaranya !!!,@MaepadeapatiChitta,0,2024-07-08 09:53:14,bagus banget acaranya,,positive,0.6623921807557549,positive,0.9946,positive
Ngikutin yg korea nih?,@aimeesuuzeniode4199,0,2024-07-08 09:53:44,ngikutin yang korea nih,,neutral,0.5998041630621794,neutral,0.6104,neutral
Barokalloh keren,@istiqomah123-45,0,2024-07-08 09:54:48,barokalloh keren,,positive,0.840375825721574,positive,0.9955,positive
Kereeen,@Cookingcollectionofficial,0,2024-07-08 09:59:00,kereen,,positive,0.6634282065628492,positive,0.9949,positive
Semoga acara ini bisa rutin ya dilaksanain,@tasyasalsabila1626,0,2024-07-08 10:01:26,semoga acara ini bisa rutin ya dilaksanain,,positive,0.7646431916158948,positive,0.9897,positive
"Dlu pengen ke UGM gak bisa karna kebentur ekonomi, semoga nanti bisa PPG daljab di UGM. Bismillah",@tesikj1225,0,2024-07-08 10:07:01,dlu pengen ke ugm tidak bisa karena kebentur ekonomi semoga nanti bisa ppg daljab di ugm bismillah,,negative,0.5363481856295822,negative,0.8178,negative
Pinter banget sumpaaaah😭😭😭,@noraaditya3050,0,2024-07-08 10:19:58,pinter banget sumpaah,,positive,0.6880354834377428,positive,0.9914,positive
Yang jadi peserta coc .. yang masih bertahan ataupun sudah ke eliminasi.. sumpah kalian keren banget ...,@arifatunmutfatina9567,0,2024-07-08 10:22:32,yang jadi peserta coc yang masih bertahan ataupun sudah ke eliminasi sumpah kalian keren banget,,positive,0.8713363551353503,positive,0.9953,positive
"liat soal y aja udh waw bgt, tp klo ngitung duit aku cepet 😂😂😂",@ristiardianti750,0,2024-07-08 10:23:04,liat soal y saja sudah waw bgt tapi kalau ngitung duit aku cepet,,negative,0.6462727224781128,negative,0.5425,negative
udah 4x ngulang eps ini😂,@xoxoomy,0,2024-07-08 10:35:48,sudah x ngulang eps ini,,neutral,0.6010245117011981,neutral,0.9438,neutral
"terlihat wajah-wajah para pemenang pas kalah, diama biasanya mungkin mereka menang diantara teman-teman kampusnya. tp keren-keren semua...",@10menitpertama79,0,2024-07-08 10:45:04,terlihat wajah wajah para pemenang pas kalah diama biasanya mungkin mereka menang diantara teman teman kampusnya tapi keren keren semua,,positive,0.6430751581090646,positive,0.9941,positive
Mahasewa yang suka demo menangis liat mereka 😂,@chimunkss,0,2024-07-08 10:52:21,mahasewa yang suka demo menangis liat mereka,,negative,0.5940110219969795,negative,0.9079,negative
Seru banget nontonin kek gini,@AfifahStorytime,0,2024-07-08 10:57:59,seru banget nontonin kek gini,,positive,0.8402750462292913,positive,0.995,positive
Saya IPK 3.95 Jurusan Manajemen Ekonomi Boleh Ikutan Gak ya..krn dri univ yg gk ternama,@hermansyah1488,0,2024-07-08 11:09:52,saya ipk jurusan manajemen ekonomi boleh ikutan tidak ya krn dari univ yang tidak ternama,,negative,0.6229706757422356,neutral,0.769,neutral
Ngakak di sembunyikan di mana tadi 😅😅😅😅😅😅😅,@elserani5518,0,2024-07-08 11:19:46,ngakak di sembunyikan di mana tadi,,neutral,0.6510906950389841,positive,0.9567,positive
Sumpah klo aku udh nangis wkwkw,@intanpermadani8061,0,2024-07-08 11:29:59,sumpah kalau aku sudah nangis wkwkw,,neutral,0.4552391555270776,positive,0.9747,positive
Bang Fahmi aku fans,@ahmad2pers,0,2024-07-08 11:37:45,bang fahmi aku fans,,neutral,0.4314973041159326,neutral,0.905,neutral
Senyum karir semua cuyy,@RASZZZZxlyz,3,2024-07-08 11:38:00,senyum karir semua cuyy,,neutral,0.370139755394693,positive,0.9897,positive
Noo kakaa emilda... Harus tereliminasi duluan,@Ahmad-d3i4i,0,2024-07-08 11:40:26,noo kakaa emilda harus tereliminasi duluan,,positive,0.5640931179701965,negative,0.618,negative
Anak uin satu2nya wow,@saipullohlubis8612,0,2024-07-08 11:51:54,anak uin satunya wow,,positive,0.6375543058137071,positive,0.9942,positive
"Acara sebagus  ini , Tp tetep aja ada yg julid di TT 😢😢",@AnindyaAmi,0,2024-07-08 11:53:34,acara sebagus ini tapi tetep saja ada yang julid di tt,,neutral,0.3914109676103924,positive,0.9322,positive
KERENNNNN BANGETTTTTT !!!!!,@asrilestari4360,0,2024-07-08 11:54:09,kerenn bangett,,positive,0.8079662139744972,positive,0.9955,positive
"Suka bgt nonton yg kyk gini,, keren gilakk",@Cynnzx,1,2024-07-08 11:54:14,suka banget nonton yang seperti gini keren gilakk,,positive,0.8775746182524208,positive,0.9951,positive
